Benchmark,greentm-stm-norec_th1,greentm-stm-norec_th2,greentm-stm-norec_th3,greentm-stm-norec_th4,greentm-stm-norec_th5,greentm-stm-norec_th6,greentm-stm-norec_th7,greentm-stm-norec_th8,greentm-stm-swisstm_th1,greentm-stm-swisstm_th2,greentm-stm-swisstm_th3,greentm-stm-swisstm_th4,greentm-stm-swisstm_th5,greentm-stm-swisstm_th6,greentm-stm-swisstm_th7,greentm-stm-swisstm_th8,greentm-stm-tinystm_th1,greentm-stm-tinystm_th2,greentm-stm-tinystm_th3,greentm-stm-tinystm_th4,greentm-stm-tinystm_th5,greentm-stm-tinystm_th6,greentm-stm-tinystm_th7,greentm-stm-tinystm_th8,greentm-stm-tl2_th1,greentm-stm-tl2_th2,greentm-stm-tl2_th3,greentm-stm-tl2_th4,greentm-stm-tl2_th5,greentm-stm-tl2_th6,greentm-stm-tl2_th7,greentm-stm-tl2_th8,greentm-htm-sgl-NO_RETRY-budget1_th1,greentm-htm-sgl-NO_RETRY-budget1_th2,greentm-htm-sgl-NO_RETRY-budget1_th3,greentm-htm-sgl-NO_RETRY-budget1_th4,greentm-htm-sgl-NO_RETRY-budget1_th5,greentm-htm-sgl-NO_RETRY-budget1_th6,greentm-htm-sgl-NO_RETRY-budget1_th7,greentm-htm-sgl-NO_RETRY-budget1_th8,greentm-htm-sgl-NO_RETRY-budget2_th1,greentm-htm-sgl-NO_RETRY-budget2_th2,greentm-htm-sgl-NO_RETRY-budget2_th3,greentm-htm-sgl-NO_RETRY-budget2_th4,greentm-htm-sgl-NO_RETRY-budget2_th5,greentm-htm-sgl-NO_RETRY-budget2_th6,greentm-htm-sgl-NO_RETRY-budget2_th7,greentm-htm-sgl-NO_RETRY-budget2_th8,greentm-htm-sgl-NO_RETRY-budget4_th1,greentm-htm-sgl-NO_RETRY-budget4_th2,greentm-htm-sgl-NO_RETRY-budget4_th3,greentm-htm-sgl-NO_RETRY-budget4_th4,greentm-htm-sgl-NO_RETRY-budget4_th5,greentm-htm-sgl-NO_RETRY-budget4_th6,greentm-htm-sgl-NO_RETRY-budget4_th7,greentm-htm-sgl-NO_RETRY-budget4_th8,greentm-htm-sgl-NO_RETRY-budget10_th1,greentm-htm-sgl-NO_RETRY-budget10_th2,greentm-htm-sgl-NO_RETRY-budget10_th3,greentm-htm-sgl-NO_RETRY-budget10_th4,greentm-htm-sgl-NO_RETRY-budget10_th5,greentm-htm-sgl-NO_RETRY-budget10_th6,greentm-htm-sgl-NO_RETRY-budget10_th7,greentm-htm-sgl-NO_RETRY-budget10_th8,greentm-htm-sgl-NO_RETRY-budget20_th1,greentm-htm-sgl-NO_RETRY-budget20_th2,greentm-htm-sgl-NO_RETRY-budget20_th3,greentm-htm-sgl-NO_RETRY-budget20_th4,greentm-htm-sgl-NO_RETRY-budget20_th5,greentm-htm-sgl-NO_RETRY-budget20_th6,greentm-htm-sgl-NO_RETRY-budget20_th7,greentm-htm-sgl-NO_RETRY-budget20_th8,greentm-htm-sgl-LINEAR-budget2_th1,greentm-htm-sgl-LINEAR-budget2_th2,greentm-htm-sgl-LINEAR-budget2_th3,greentm-htm-sgl-LINEAR-budget2_th4,greentm-htm-sgl-LINEAR-budget2_th5,greentm-htm-sgl-LINEAR-budget2_th6,greentm-htm-sgl-LINEAR-budget2_th7,greentm-htm-sgl-LINEAR-budget2_th8,greentm-htm-sgl-LINEAR-budget4_th1,greentm-htm-sgl-LINEAR-budget4_th2,greentm-htm-sgl-LINEAR-budget4_th3,greentm-htm-sgl-LINEAR-budget4_th4,greentm-htm-sgl-LINEAR-budget4_th5,greentm-htm-sgl-LINEAR-budget4_th6,greentm-htm-sgl-LINEAR-budget4_th7,greentm-htm-sgl-LINEAR-budget4_th8,greentm-htm-sgl-LINEAR-budget10_th1,greentm-htm-sgl-LINEAR-budget10_th2,greentm-htm-sgl-LINEAR-budget10_th3,greentm-htm-sgl-LINEAR-budget10_th4,greentm-htm-sgl-LINEAR-budget10_th5,greentm-htm-sgl-LINEAR-budget10_th6,greentm-htm-sgl-LINEAR-budget10_th7,greentm-htm-sgl-LINEAR-budget10_th8,greentm-htm-sgl-LINEAR-budget20_th1,greentm-htm-sgl-LINEAR-budget20_th2,greentm-htm-sgl-LINEAR-budget20_th3,greentm-htm-sgl-LINEAR-budget20_th4,greentm-htm-sgl-LINEAR-budget20_th5,greentm-htm-sgl-LINEAR-budget20_th6,greentm-htm-sgl-LINEAR-budget20_th7,greentm-htm-sgl-LINEAR-budget20_th8,greentm-htm-sgl-HALF-budget2_th1,greentm-htm-sgl-HALF-budget2_th2,greentm-htm-sgl-HALF-budget2_th3,greentm-htm-sgl-HALF-budget2_th4,greentm-htm-sgl-HALF-budget2_th5,greentm-htm-sgl-HALF-budget2_th6,greentm-htm-sgl-HALF-budget2_th7,greentm-htm-sgl-HALF-budget2_th8,greentm-htm-sgl-HALF-budget4_th1,greentm-htm-sgl-HALF-budget4_th2,greentm-htm-sgl-HALF-budget4_th3,greentm-htm-sgl-HALF-budget4_th4,greentm-htm-sgl-HALF-budget4_th5,greentm-htm-sgl-HALF-budget4_th6,greentm-htm-sgl-HALF-budget4_th7,greentm-htm-sgl-HALF-budget4_th8,greentm-htm-sgl-HALF-budget10_th1,greentm-htm-sgl-HALF-budget10_th2,greentm-htm-sgl-HALF-budget10_th3,greentm-htm-sgl-HALF-budget10_th4,greentm-htm-sgl-HALF-budget10_th5,greentm-htm-sgl-HALF-budget10_th6,greentm-htm-sgl-HALF-budget10_th7,greentm-htm-sgl-HALF-budget10_th8,greentm-htm-sgl-HALF-budget20_th1,greentm-htm-sgl-HALF-budget20_th2,greentm-htm-sgl-HALF-budget20_th3,greentm-htm-sgl-HALF-budget20_th4,greentm-htm-sgl-HALF-budget20_th5,greentm-htm-sgl-HALF-budget20_th6,greentm-htm-sgl-HALF-budget20_th7,greentm-htm-sgl-HALF-budget20_th8
stmb7_tfalse_mfalse_p75_rfalse_ssmall_d30000_o19p0_o23p75_o37p25_n,76.9099,137.43707,198.29054,259.9469,264.32532,266.72882,279.50452,284.40192,75.36609,103.30399,107.65567,109.12294,89.70229,82.650475,77.397285,75.15415,78.55006,114.285446,116.600815,105.91234,96.98403,83.93139,75.1839,67.351906,75.50553,135.42566,192.66066,252.89018,257.16696,263.23218,276.96542,282.86285,393.44305,533.4403,564.8742,562.1648,478.33417,449.54666,410.08368,382.91238,422.1261,539.8482,547.439,557.12354,491.4768,446.25793,400.7756,375.0137,427.32806,514.389,555.14136,562.2684,493.03073,436.56775,404.65402,375.15076,388.6595,533.71436,553.3167,563.1968,477.2359,442.47168,406.0913,377.56442,412.74286,507.71887,569.2864,561.6613,504.80963,437.41843,412.57837,377.3699,379.0432,522.1817,544.614,554.54517,493.41592,436.90787,416.28262,374.16995,421.44028,525.0803,553.32263,565.0728,482.4644,449.1427,392.46173,380.81854,414.8288,507.35638,586.9629,557.3413,476.20016,447.4882,411.7395,382.87405,398.3954,541.4905,566.65234,551.2942,496.14557,451.13718,412.4305,374.64307,422.00732,532.74194,548.23315,565.8224,508.48706,456.16473,404.99677,375.40927,395.61023,511.03305,539.27216,580.6186,479.28384,442.9819,403.164,381.13013,400.53726,518.54584,547.36804,570.07605,486.33392,437.61478,387.28885,374.28104,401.11954,544.1671,549.07983,570.76624,501.72488,450.99182,413.7586,378.1715
stmb7_tfalse_mfalse_p75_rfalse_ssmall_d30000_o19p25_o23p0_o37p75_n,27.691069,49.31127,72.52463,91.540855,92.64107,94.34262,97.39674,102.44539,28.451895,33.75074,35.940594,34.886703,29.814026,27.48015,25.698013,24.748962,27.475523,40.00468,37.23913,35.769722,31.23677,28.503897,25.81568,22.619865,27.012224,47.456726,71.62458,88.94043,90.49095,91.77453,95.63096,100.13863,151.67477,218.14357,222.35965,221.86588,193.91006,176.71976,161.40979,151.19572,160.10936,217.8266,222.25075,221.84782,193.63606,176.32788,161.10075,150.98944,154.91522,218.29636,221.83904,222.5146,194.01192,175.82587,161.17082,151.11288,159.5179,217.47049,222.43578,221.57423,193.94058,174.45363,161.22685,151.33444,154.84222,217.75343,221.99646,221.7785,194.80132,175.23811,161.10573,151.43054,151.94525,217.35977,221.87955,221.98926,193.23505,175.44563,161.35533,151.51514,155.22746,218.71576,222.3853,220.85042,192.98747,175.16907,161.07863,151.5415,154.43663,217.26881,222.15082,222.03087,193.14496,175.08997,161.53256,151.04726,154.2717,218.33463,222.10956,221.64326,189.43771,176.02011,161.06155,151.33264,153.3861,218.78503,222.20486,221.1411,194.1879,175.95,161.74965,151.36624,154.42851,217.27089,221.68692,221.49744,194.15889,176.22496,161.42728,151.38568,153.81082,218.44598,222.37437,220.7694,192.77643,175.9225,161.05406,151.21431,156.51596,218.15111,222.24622,221.65079,194.27957,175.53827,161.3732,151.24976
stmb7_tfalse_mfalse_p75_rfalse_ssmall_d30000_o19p25_o23p25_o37p50_n,38.254368,68.92195,100.673775,129.76712,131.80664,135.89204,141.27568,145.43303,39.075455,52.756504,52.932167,54.96771,43.87057,40.229046,38.460796,36.730965,38.79261,57.07719,56.87525,55.062817,47.226788,41.217697,38.215088,33.73196,38.395,68.48269,99.66003,127.88999,132.35806,133.73244,139.1589,144.96121,195.70996,251.91994,257.64334,256.5709,228.811,208.61227,193.63342,183.44336,197.18997,250.58784,257.30463,258.37173,227.7671,210.721,192.6499,181.9051,196.06216,252.07396,261.21802,257.8411,227.8412,210.82524,195.73419,183.06786,194.62634,250.33983,257.74954,257.9713,227.97064,209.78284,195.33784,184.4748,198.6334,252.59718,257.34802,255.9304,227.44452,209.3124,195.13077,184.35358,192.88257,252.35527,259.29434,257.74625,229.31212,209.34384,194.67633,183.9875,192.83325,251.2698,257.3926,258.69058,227.21722,207.39355,195.5486,184.49263,195.79517,253.10873,256.12344,258.5766,228.62991,208.44608,194.56201,183.35178,195.28639,252.52838,258.87622,259.07858,228.95558,209.77809,194.15346,183.57802,196.76346,251.60716,257.97427,254.81894,229.18132,210.18758,195.096,183.42764,197.2445,250.40085,257.7241,258.1019,228.39005,210.47919,194.13324,183.33069,197.62845,252.48792,257.54282,257.7309,228.59563,209.98956,194.13116,183.2184,196.02426,253.21089,260.03055,257.7069,228.58018,208.36026,193.64984,185.58742
stmb7_tfalse_mfalse_p75_rfalse_ssmall_d30000_o19p25_o23p50_o37p25_n,66.875435,122.97332,182.44739,229.6692,234.87709,244.5394,261.19925,268.4147,69.49068,103.11396,107.26331,109.486496,88.87519,81.11429,75.97924,73.95256,68.29323,104.277336,111.723236,111.509285,92.69165,81.195,72.743004,67.863235,65.53502,121.90129,182.34167,228.1808,235.10301,243.91856,253.22206,265.11707,249.8345,306.2519,312.007,310.50345,285.01483,268.17056,250.52663,235.35478,247.93893,302.3701,312.90182,311.0108,281.70853,264.37656,248.44676,237.34569,254.3141,303.36865,309.2616,314.83417,284.30542,265.26364,249.85643,234.79237,252.48694,304.34808,308.27643,312.6479,283.56107,268.3337,250.44693,243.03569,255.72182,300.7096,309.66168,312.76193,284.27997,264.1061,253.17767,238.56816,250.7043,303.6101,311.41724,311.77988,284.66513,266.15607,251.79324,238.55759,256.68387,307.80573,311.8938,315.33734,281.82553,265.52896,248.52812,236.94286,251.50745,300.5107,313.2274,314.21008,278.91162,269.50165,252.29735,239.67241,247.6361,307.75232,312.9156,313.6021,286.16348,263.9543,247.62604,239.61139,247.31822,301.87274,311.34998,314.9111,286.28693,263.60397,251.89662,241.91835,252.19456,305.634,309.3775,315.04587,280.39612,269.5763,249.09712,239.10616,255.36623,301.2505,315.03613,313.4313,284.65863,267.59863,247.29123,236.08615,253.32845,302.03513,311.2151,312.22696,286.3973,266.36963,248.35596,238.05615
stmb7_tfalse_mfalse_p75_rfalse_ssmall_d30000_o19p33_o23p34_o37p33_n,52.294533,97.31235,139.44807,180.06606,187.51042,192.89224,199.9194,205.88809,54.04307,75.49784,84.22475,77.85226,66.54934,60.65749,57.73427,55.277157,53.152843,83.1432,87.52637,84.83198,71.149414,63.05784,56.340076,50.231697,51.87481,98.54155,143.12247,176.22568,182.17526,192.187,196.12463,207.27403,211.38206,255.1536,259.88614,257.96088,233.50163,218.99084,205.36362,197.64548,211.35255,256.23932,258.31152,259.8814,233.98596,219.3373,205.27783,195.96724,210.9492,251.43169,257.76736,258.7807,236.56645,219.69601,205.82542,198.23016,214.45901,251.75345,258.08212,259.0037,234.8276,218.67766,205.07158,196.40732,209.41489,253.97192,259.81116,257.54688,235.03284,219.99962,206.00644,200.41911,208.99953,251.6264,260.60886,257.6253,234.39543,218.26358,207.7882,196.70673,210.87524,252.5728,258.5984,257.24423,236.21036,221.4398,205.66776,195.937,210.81595,251.68463,256.85516,259.0977,236.54626,217.79868,207.06721,198.44624,208.54591,251.69682,258.0432,260.5515,235.03107,219.59338,205.61269,195.6192,211.83038,249.86296,259.1606,260.59048,234.62627,219.95332,204.46327,196.21048,209.87302,251.52673,257.5572,260.58218,234.95314,221.11105,206.17567,198.31989,209.129,253.69333,258.23178,259.54285,233.98557,219.1064,206.1424,198.06001,212.8941,254.88655,258.61948,258.63354,231.54874,220.63329,207.45154,197.1257
stmb7_tfalse_mfalse_p75_rfalse_ssmall_d30000_o19p50_o23p0_o37p50_n,36.24618,65.84761,98.3166,124.64985,126.03006,132.36543,138.21565,143.21355,37.965313,51.418446,51.939796,54.463192,44.857418,40.66395,37.95222,37.476448,36.097305,56.821564,58.8272,57.699223,50.31835,43.92188,39.16564,34.759537,35.86192,66.9678,96.954865,122.74604,126.00776,129.99611,137.25859,142.21367,155.02983,189.96153,191.80096,191.13191,174.29388,162.68237,152.79178,146.08893,156.74883,188.49966,192.42091,191.95517,174.53317,162.97853,153.35118,145.69194,155.49567,189.94415,191.8796,191.88132,174.73767,162.43513,153.29218,146.44821,156.50938,189.17589,191.8395,192.46806,174.7422,162.21442,153.1866,145.76462,154.30544,188.33728,191.93268,192.7913,175.86618,162.37097,153.6476,145.50502,155.6985,190.44676,193.04169,191.71684,173.81763,162.60286,153.3755,146.21544,153.01717,188.39775,192.03532,191.40623,174.73816,162.63565,153.84235,146.31493,154.3307,188.37688,191.95276,192.18,174.94708,162.94073,153.63013,146.44592,155.2237,188.62663,192.35086,192.28122,175.04088,162.90132,152.70737,146.02202,154.61264,188.73245,192.23494,192.96538,174.24377,162.85143,153.36804,146.66101,155.35765,188.95201,192.6122,191.76447,174.74704,162.41068,152.99939,146.6447,155.30777,188.4619,193.40195,191.26152,174.13745,163.26227,153.36201,146.43416,153.78316,189.98628,193.16449,190.92236,174.17212,162.58707,153.34169,146.33217
stmb7_tfalse_mfalse_p75_rfalse_ssmall_d30000_o37p100_n,21.439154,39.366806,58.653534,71.59122,73.30271,73.55809,77.059006,79.172806,22.219875,24.436842,27.842342,27.078695,22.47642,20.87022,19.24982,18.58248,22.091848,29.562994,27.83669,26.495386,23.513235,21.711605,18.96242,17.11742,22.099901,38.82709,54.50049,72.035995,72.47034,72.57172,76.57796,78.12103,151.76082,259.56686,262.634,264.32758,219.25974,191.17047,171.36835,157.05377,144.30887,260.12436,264.4162,263.2793,219.80939,191.16574,171.0909,158.0869,146.62871,258.88232,264.49033,263.13107,217.99799,191.98134,171.33212,157.24602,151.70317,260.25366,264.25443,264.2382,218.83873,192.16312,171.15082,156.95818,142.51746,259.37122,264.10504,263.87708,220.4772,190.70847,171.29494,157.39601,142.39853,260.02222,263.87796,263.76736,218.79527,191.48856,170.9342,157.73506,142.1084,259.4587,262.94202,263.6855,220.08577,191.80812,171.18428,157.66718,144.32207,260.6627,263.52664,264.36853,219.0113,191.84296,170.20366,157.5146,145.09958,259.77063,264.1851,262.19116,220.33112,191.62651,171.26027,157.60545,145.18411,259.5006,264.1877,264.41354,219.61435,192.18321,171.88187,157.20682,142.0376,260.02792,263.57285,263.52066,219.3053,191.24156,172.15062,157.33478,143.0726,259.85764,263.68558,264.14145,219.9197,191.40637,170.60655,157.54092,143.09605,259.55115,264.04492,259.51407,218.13875,192.04556,170.17665,158.33928
stmb7_tfalse_mfalse_p80_rfalse_smedium_d30000,12.005044,18.510462,20.098837,19.45258,17.97498,15.897065,13.992625,11.862923,12.468782,21.678953,24.762041,27.645813,22.847599,17.719612,16.211784,15.226714,12.535485,21.601591,26.95117,26.787315,24.460968,23.901108,16.248426,15.267374,11.00558,16.6786,18.091406,17.836412,16.534206,15.074709,13.316879,11.780538,12.615683,16.672,17.021397,16.668816,15.055438,13.944092,13.102323,12.481719,12.64424,16.714207,16.97359,16.698225,15.017162,13.95951,13.178045,12.457293,12.565299,16.773066,16.80798,16.636694,0.00001,13.985672,13.137425,12.596828,12.671825,16.686468,17.006165,16.673183,14.883852,13.987457,13.041036,12.325332,12.599033,16.523796,17.093863,16.660397,15.102471,13.845177,12.976292,12.490129,12.561688,16.639017,17.050217,16.574461,14.987585,13.972803,13.153436,12.557579,12.593495,16.599855,17.019918,16.664806,15.091041,13.96819,13.113682,12.786973,12.568119,16.6578,16.993916,16.729397,15.019159,14.104293,13.162929,12.689815,12.559413,16.60621,16.906963,16.692673,15.202168,13.893895,13.131713,12.370149,12.441847,16.686234,16.985687,16.626888,15.022779,14.016702,13.150832,12.426051,0.00001,16.564726,17.061394,16.632671,14.837323,13.864468,13.027717,12.430507,12.606465,16.723724,16.966711,16.673557,14.982663,13.744921,13.254695,12.761864,12.635511,16.7488,17.076406,16.552473,15.015604,13.967584,13.18692,12.6724205
stmb7_tfalse_mfalse_p80_rfalse_ssmall_d30000,30.668812,55.423336,74.54492,88.052956,87.60817,86.5047,85.03914,83.80906,33.838356,64.30654,92.417366,116.72909,117.878456,119.315506,123.550186,126.35284,33.95034,60.73512,83.329605,101.04053,96.9615,98.34964,88.96075,89.97087,29.478943,51.86382,67.08851,77.47764,76.53216,75.30524,74.44114,73.255516,31.860394,35.95331,36.45587,36.285442,34.030975,32.675335,31.412704,30.36893,31.962004,36.13902,36.478947,36.221203,34.059223,32.639194,31.35303,30.443346,31.939156,36.059727,36.435078,36.18864,34.006866,32.625954,31.388857,30.287107,31.840998,36.05094,36.377274,36.262753,34.03002,32.53578,31.363625,30.314594,31.583496,36.071377,36.39904,36.258175,34.05605,32.6655,31.291565,30.403378,31.961771,36.08552,36.41426,36.27277,33.96345,32.579678,31.337864,30.453949,31.811588,35.998055,36.43472,36.250828,34.082355,32.566452,31.34755,30.401268,31.811954,36.075237,36.498722,36.228622,34.011806,32.66916,31.32852,30.397673,31.853134,36.10254,36.386307,36.280834,34.03844,32.589653,31.36454,30.380783,31.92596,36.119377,36.458805,36.18104,34.01506,32.596157,31.385818,30.39939,31.888885,36.077267,36.379505,36.224728,33.98433,32.631207,31.325888,30.379948,31.677116,36.05079,36.467884,36.197296,34.030334,32.62768,31.36915,30.457134,31.856447,36.079876,36.41831,36.280735,33.944996,32.634956,0.00001,30.40898
stmb7_tfalse_mfalse_p80_rtrue_smedium_d30000,10.541622,16.215982,18.456495,18.210594,16.78642,15.139866,13.548516,11.399008,10.871346,17.883945,22.06272,22.527937,20.36874,16.660864,18.989376,13.414486,10.811347,18.224583,22.753647,25.080704,23.277039,22.341463,20.87997,9.681284,9.887406,14.837495,16.351116,16.777525,15.579614,14.379827,12.84164,11.334484,10.861977,13.508274,13.502329,13.293214,11.790394,10.830866,9.991089,9.701786,10.955779,13.397929,13.604761,13.323969,11.456464,10.587541,9.968413,9.842867,10.880902,13.543317,13.372958,13.111314,11.639995,10.499001,9.988971,9.696942,10.804546,13.3745,13.209774,13.28601,11.563926,10.749338,10.065924,9.732639,10.695943,13.555815,13.3481455,13.287218,11.589311,10.438804,9.966613,9.54108,10.9177885,13.394906,13.416446,13.067714,11.632119,10.65555,9.999569,9.63461,10.873009,13.458714,13.42282,13.320065,11.716757,10.600924,10.146047,9.639624,10.933456,13.565903,13.4292555,13.151893,11.668003,10.703177,9.989126,9.589563,10.877882,13.475566,13.363933,13.020936,11.75533,10.788588,10.079676,9.38336,10.869761,13.548064,13.338885,13.059961,11.651236,10.724731,10.11226,9.718872,10.818721,13.548608,13.348392,13.188776,11.737326,10.729953,10.039734,9.625562,10.952048,13.457486,13.402536,13.183684,11.6035795,10.494758,10.115239,9.628377,10.938653,13.5168,13.561948,13.180363,11.537544,10.732942,10.021861,9.738311
stmb7_tfalse_mfalse_p80_rtrue_ssmall_d30000,22.720186,38.628246,49.952545,57.46264,52.742805,47.31903,42.02811,39.244274,24.532862,43.43581,57.55002,64.9072,58.278618,51.0937,42.964245,36.697166,24.586416,40.40818,52.676655,61.384487,56.22922,51.849377,47.63683,43.070366,22.331238,37.08278,47.189327,54.54265,50.353546,46.08015,41.809837,39.35424,23.773912,25.388521,25.297926,24.881628,22.17319,20.231392,19.03541,18.139816,23.57993,25.366308,25.311846,24.981873,22.130291,20.319712,19.011923,18.029934,23.708666,25.429005,25.278545,25.033667,22.050552,20.353556,18.987389,18.155209,23.681019,25.354963,25.074352,24.96994,21.970112,20.23582,18.989147,18.248655,23.61534,25.349598,25.311443,25.071787,22.067461,20.399035,19.088518,18.126005,23.595448,25.30249,25.200184,25.039906,22.153282,20.25638,18.942219,18.109898,23.680822,25.394213,25.184566,24.894787,22.127602,20.389893,18.988129,18.193842,23.671854,25.340202,25.196669,25.029406,22.127253,20.421644,19.080332,18.183767,23.629805,25.40728,25.261631,24.977879,22.194082,20.39863,18.926445,18.07162,23.716524,25.383488,25.236732,25.00123,22.059914,20.336546,19.05653,18.079678,23.713043,25.342754,25.223886,24.86758,22.007519,20.330982,18.962875,18.071337,23.722271,25.383118,25.29343,24.982534,22.130512,20.242579,19.065672,18.118904,23.636152,25.389534,25.334927,24.965437,22.049582,20.334476,19.173567,18.133478
stmb7_tfalse_mfalse_p90_rfalse_smedium_d30000,11.954627,18.373293,20.126707,19.59596,17.941175,16.078983,14.382307,11.954051,12.486484,21.67273,25.695997,25.6834,25.235136,22.332361,19.91824,16.092224,12.490964,21.508488,26.985332,31.50217,29.754383,29.015848,22.284828,15.21329,11.155113,16.743984,18.015112,17.9826,16.493809,15.255001,13.234777,11.631505,12.533998,16.631237,17.043772,16.665512,15.041874,13.92378,12.971073,12.447296,12.596468,16.585922,17.034071,16.662811,14.975381,13.911378,13.121982,12.669714,12.594895,16.676931,17.061878,16.604279,14.997476,13.843781,13.326566,12.554597,12.543401,16.669493,16.954914,16.591848,14.902829,13.952125,13.149289,0.00001,12.573581,16.685026,17.026949,16.681906,14.92856,13.964271,12.955641,12.57058,12.569364,16.628565,16.95559,16.638855,14.942485,13.964069,13.035766,12.459592,12.607552,16.722326,17.070518,16.709364,14.852074,0.00001,13.137102,12.7925415,12.630073,16.680973,17.070276,16.719149,15.046169,14.0026,13.215783,12.377072,12.500916,16.613392,16.932716,16.55576,15.047626,13.874562,13.051859,12.480368,12.567447,16.686316,16.942924,16.543154,14.984229,13.914323,13.05863,12.424485,12.595248,16.463137,17.003222,16.477394,14.867975,13.907824,12.974949,12.638095,12.625916,0.00001,17.158365,16.617338,15.094076,13.986299,13.0927515,12.602048,12.615887,16.70695,16.78883,16.625181,14.847449,13.869585,13.303316,12.610014
stmb7_tfalse_mfalse_p90_rfalse_ssmall_d30000,30.594612,55.442745,74.47754,88.110596,87.595634,86.73485,85.40777,83.67738,33.69964,64.20642,92.39947,115.39755,118.72779,119.811775,124.35574,127.74952,33.959515,60.636368,83.48707,100.50147,97.12498,93.93062,98.2397,98.59427,29.765081,51.854958,67.07821,77.63725,76.679985,75.145485,74.48054,73.172966,31.84194,36.081005,36.376343,36.230324,34.070415,32.636276,31.404251,30.4132,32.229965,36.05706,36.430817,36.298565,34.031567,32.60102,31.415825,30.375154,31.822763,36.037964,36.448357,36.260303,34.03336,0.00001,31.430548,30.360569,31.869757,36.10029,36.419186,36.264187,33.952076,32.577747,31.37129,30.393942,31.962633,36.028656,36.530853,36.27752,34.08338,32.585556,31.383873,30.4154,31.95947,36.03758,36.41911,36.15899,33.969078,32.53274,31.319271,30.34788,31.921728,36.028683,36.407585,36.309914,33.994293,32.620686,31.371208,30.34026,31.915688,36.020428,36.392784,36.212936,33.94231,32.48684,31.473936,30.36332,31.953207,36.0441,36.44347,35.879765,33.972733,32.561546,31.330082,29.9926,31.89189,36.111885,36.404934,36.144234,34.05603,0.00001,31.369663,30.406683,32.102074,0.00001,36.459724,36.207153,34.065914,32.611843,31.378378,30.351818,31.988625,36.020046,36.403824,36.2773,34.10476,32.651436,31.345827,30.393566,31.993961,36.035877,36.459053,36.22544,34.02091,32.5802,31.362473,30.363953
stmb7_tfalse_mfalse_p90_rtrue_smedium_d30000,10.517326,16.323853,18.141836,18.266285,16.845873,15.398638,13.507886,11.506118,10.891636,18.37018,20.939997,21.48647,22.701443,20.656292,17.084461,14.598855,10.831492,17.553024,23.060106,25.989305,24.457224,22.448883,21.027866,19.729736,9.750185,15.051677,16.358164,16.868881,15.563912,14.222969,12.864599,11.383193,10.956649,13.569774,13.616871,13.178129,11.65958,10.613479,10.086838,9.717012,10.944435,13.379499,13.4359045,13.210092,11.710319,10.567917,9.958769,9.75043,10.670455,13.4646,13.428387,13.265866,11.605564,10.432284,10.146821,9.757854,10.721916,13.433541,13.416536,12.996664,11.533376,10.468169,9.816667,9.790534,10.947856,13.609041,13.216022,13.079094,11.724873,10.458742,9.817935,9.69432,10.845284,13.539941,13.387897,13.290532,11.58302,10.430293,10.051925,9.503985,10.902292,13.452491,13.457229,12.942603,11.571638,10.523988,9.947389,9.754749,10.842396,13.475698,13.293972,13.25302,11.731417,10.796656,9.868272,9.581076,10.82343,13.551925,13.444423,12.812118,11.696032,10.575664,10.003013,9.559652,10.873398,13.499881,13.455549,13.106226,11.633218,10.74741,10.225229,9.571638,10.896211,13.411284,13.436219,13.021896,11.652324,10.570759,10.147609,9.573511,10.894256,13.617794,13.468877,13.262912,11.634654,10.828101,10.055933,9.729925,10.972864,13.3223,13.587104,13.204607,11.644188,10.746048,10.042323,9.700774
stmb7_tfalse_mfalse_p90_rtrue_ssmall_d30000,22.73167,38.708546,49.77476,57.460888,52.6951,47.206837,42.093475,39.28513,24.482864,43.347088,57.41418,65.04132,58.111645,49.84053,43.186543,36.52513,24.515982,40.416893,52.589867,61.185463,55.560802,52.032803,47.607613,43.348114,22.279404,37.214264,47.37378,54.52249,50.634747,46.131924,41.85397,39.365574,23.585163,25.378119,25.194826,24.910631,21.963377,20.324038,19.022234,18.11327,23.742783,25.382978,25.23435,25.0516,22.071993,20.338829,18.935593,18.114004,23.66812,25.407084,25.233524,25.060183,22.054907,20.423103,19.070633,18.12523,23.619562,25.409061,25.19963,25.046667,22.103893,20.276201,19.119368,18.205944,23.656961,25.328598,25.279667,24.973454,22.101437,20.360312,19.006857,18.1637,23.650051,25.240408,25.27293,25.02767,22.114473,20.46359,18.974878,18.085464,23.564323,25.449106,25.214214,24.906809,22.100653,20.437757,19.055979,18.210714,23.63995,25.369791,25.308748,24.883251,22.119442,20.275736,19.096222,18.075459,23.780079,25.33138,25.314589,24.9384,22.174784,20.2811,19.01996,18.039135,23.758299,25.392593,25.2743,25.010592,22.20339,20.3204,19.139204,18.11737,23.751228,25.283295,25.205778,25.018028,22.081783,20.340582,18.960564,18.057732,23.664892,25.432487,25.242744,24.92777,22.119774,20.268269,19.023727,18.024296,23.691,25.419466,25.319435,25.00744,22.118793,20.472984,19.151262,18.051197
