Benchmark,greentm-stm-norec_th1,greentm-stm-norec_th2,greentm-stm-norec_th3,greentm-stm-norec_th4,greentm-stm-norec_th5,greentm-stm-norec_th6,greentm-stm-norec_th7,greentm-stm-norec_th8,greentm-stm-swisstm_th1,greentm-stm-swisstm_th2,greentm-stm-swisstm_th3,greentm-stm-swisstm_th4,greentm-stm-swisstm_th5,greentm-stm-swisstm_th6,greentm-stm-swisstm_th7,greentm-stm-swisstm_th8,greentm-stm-tinystm_th1,greentm-stm-tinystm_th2,greentm-stm-tinystm_th3,greentm-stm-tinystm_th4,greentm-stm-tinystm_th5,greentm-stm-tinystm_th6,greentm-stm-tinystm_th7,greentm-stm-tinystm_th8,greentm-stm-tl2_th1,greentm-stm-tl2_th2,greentm-stm-tl2_th3,greentm-stm-tl2_th4,greentm-stm-tl2_th5,greentm-stm-tl2_th6,greentm-stm-tl2_th7,greentm-stm-tl2_th8,greentm-htm-sgl-NO_RETRY-budget1_th1,greentm-htm-sgl-NO_RETRY-budget1_th2,greentm-htm-sgl-NO_RETRY-budget1_th3,greentm-htm-sgl-NO_RETRY-budget1_th4,greentm-htm-sgl-NO_RETRY-budget1_th5,greentm-htm-sgl-NO_RETRY-budget1_th6,greentm-htm-sgl-NO_RETRY-budget1_th7,greentm-htm-sgl-NO_RETRY-budget1_th8,greentm-htm-sgl-NO_RETRY-budget2_th1,greentm-htm-sgl-NO_RETRY-budget2_th2,greentm-htm-sgl-NO_RETRY-budget2_th3,greentm-htm-sgl-NO_RETRY-budget2_th4,greentm-htm-sgl-NO_RETRY-budget2_th5,greentm-htm-sgl-NO_RETRY-budget2_th6,greentm-htm-sgl-NO_RETRY-budget2_th7,greentm-htm-sgl-NO_RETRY-budget2_th8,greentm-htm-sgl-NO_RETRY-budget4_th1,greentm-htm-sgl-NO_RETRY-budget4_th2,greentm-htm-sgl-NO_RETRY-budget4_th3,greentm-htm-sgl-NO_RETRY-budget4_th4,greentm-htm-sgl-NO_RETRY-budget4_th5,greentm-htm-sgl-NO_RETRY-budget4_th6,greentm-htm-sgl-NO_RETRY-budget4_th7,greentm-htm-sgl-NO_RETRY-budget4_th8,greentm-htm-sgl-NO_RETRY-budget10_th1,greentm-htm-sgl-NO_RETRY-budget10_th2,greentm-htm-sgl-NO_RETRY-budget10_th3,greentm-htm-sgl-NO_RETRY-budget10_th4,greentm-htm-sgl-NO_RETRY-budget10_th5,greentm-htm-sgl-NO_RETRY-budget10_th6,greentm-htm-sgl-NO_RETRY-budget10_th7,greentm-htm-sgl-NO_RETRY-budget10_th8,greentm-htm-sgl-NO_RETRY-budget20_th1,greentm-htm-sgl-NO_RETRY-budget20_th2,greentm-htm-sgl-NO_RETRY-budget20_th3,greentm-htm-sgl-NO_RETRY-budget20_th4,greentm-htm-sgl-NO_RETRY-budget20_th5,greentm-htm-sgl-NO_RETRY-budget20_th6,greentm-htm-sgl-NO_RETRY-budget20_th7,greentm-htm-sgl-NO_RETRY-budget20_th8,greentm-htm-sgl-LINEAR-budget2_th1,greentm-htm-sgl-LINEAR-budget2_th2,greentm-htm-sgl-LINEAR-budget2_th3,greentm-htm-sgl-LINEAR-budget2_th4,greentm-htm-sgl-LINEAR-budget2_th5,greentm-htm-sgl-LINEAR-budget2_th6,greentm-htm-sgl-LINEAR-budget2_th7,greentm-htm-sgl-LINEAR-budget2_th8,greentm-htm-sgl-LINEAR-budget4_th1,greentm-htm-sgl-LINEAR-budget4_th2,greentm-htm-sgl-LINEAR-budget4_th3,greentm-htm-sgl-LINEAR-budget4_th4,greentm-htm-sgl-LINEAR-budget4_th5,greentm-htm-sgl-LINEAR-budget4_th6,greentm-htm-sgl-LINEAR-budget4_th7,greentm-htm-sgl-LINEAR-budget4_th8,greentm-htm-sgl-LINEAR-budget10_th1,greentm-htm-sgl-LINEAR-budget10_th2,greentm-htm-sgl-LINEAR-budget10_th3,greentm-htm-sgl-LINEAR-budget10_th4,greentm-htm-sgl-LINEAR-budget10_th5,greentm-htm-sgl-LINEAR-budget10_th6,greentm-htm-sgl-LINEAR-budget10_th7,greentm-htm-sgl-LINEAR-budget10_th8,greentm-htm-sgl-LINEAR-budget20_th1,greentm-htm-sgl-LINEAR-budget20_th2,greentm-htm-sgl-LINEAR-budget20_th3,greentm-htm-sgl-LINEAR-budget20_th4,greentm-htm-sgl-LINEAR-budget20_th5,greentm-htm-sgl-LINEAR-budget20_th6,greentm-htm-sgl-LINEAR-budget20_th7,greentm-htm-sgl-LINEAR-budget20_th8,greentm-htm-sgl-HALF-budget2_th1,greentm-htm-sgl-HALF-budget2_th2,greentm-htm-sgl-HALF-budget2_th3,greentm-htm-sgl-HALF-budget2_th4,greentm-htm-sgl-HALF-budget2_th5,greentm-htm-sgl-HALF-budget2_th6,greentm-htm-sgl-HALF-budget2_th7,greentm-htm-sgl-HALF-budget2_th8,greentm-htm-sgl-HALF-budget4_th1,greentm-htm-sgl-HALF-budget4_th2,greentm-htm-sgl-HALF-budget4_th3,greentm-htm-sgl-HALF-budget4_th4,greentm-htm-sgl-HALF-budget4_th5,greentm-htm-sgl-HALF-budget4_th6,greentm-htm-sgl-HALF-budget4_th7,greentm-htm-sgl-HALF-budget4_th8,greentm-htm-sgl-HALF-budget10_th1,greentm-htm-sgl-HALF-budget10_th2,greentm-htm-sgl-HALF-budget10_th3,greentm-htm-sgl-HALF-budget10_th4,greentm-htm-sgl-HALF-budget10_th5,greentm-htm-sgl-HALF-budget10_th6,greentm-htm-sgl-HALF-budget10_th7,greentm-htm-sgl-HALF-budget10_th8,greentm-htm-sgl-HALF-budget20_th1,greentm-htm-sgl-HALF-budget20_th2,greentm-htm-sgl-HALF-budget20_th3,greentm-htm-sgl-HALF-budget20_th4,greentm-htm-sgl-HALF-budget20_th5,greentm-htm-sgl-HALF-budget20_th6,greentm-htm-sgl-HALF-budget20_th7,greentm-htm-sgl-HALF-budget20_th8
labyrinth_d_random_x16_y16_z7_n64,6.5786147,10.2969475,10.915014,11.264184,11.366133,10.853555,10.827022,10.955569,7.956423,10.537519,10.884279,12.091755,11.524329,11.912866,11.530654,11.46588,8.002626,11.832905,12.333179,11.879804,12.756908,12.868435,13.002869,10.597846,7.7726407,10.944971,11.422077,11.829174,11.861444,11.289716,11.759835,12.437023,8.229238,9.805378,9.52697,9.142038,9.353606,9.363088,9.355851,9.49889,9.104704,10.021004,8.927977,9.324435,9.350016,9.482525,9.443792,8.619485,9.095998,8.819796,9.010221,9.087669,9.071587,7.850614,8.833043,8.616906,9.03761,7.9245963,9.158845,8.975121,8.730678,8.970334,8.873891,8.88304,8.807589,9.169426,9.1173,9.160922,9.131615,9.034007,9.465614,8.275228,9.163533,9.6616,9.641675,7.900393,9.369696,9.150327,9.450706,9.335494,9.527066,10.051016,9.549148,9.784173,9.897439,9.727627,9.477408,9.416689,9.210931,9.446566,9.344057,9.261571,9.4326725,9.727176,9.496634,8.757172,9.223565,9.122112,9.226109,8.94227,9.335047,8.915872,9.020837,8.958196,8.399561,9.39591,9.639132,9.056603,8.425594,9.453498,8.781152,8.881031,8.502475,9.063859,9.200979,8.134458,8.625,8.831508,8.611801,8.936884,8.9776945,9.605356,9.49255,8.547366,9.158279,9.540251,9.287318,9.549705,9.402348,9.337641,9.458601,9.294909,9.25057,9.045876,8.950333,9.315967
labyrinth_d_random_x16_y16_z8_n512,54.5948,75.76465,77.6499,71.74638,72.26389,78.287155,75.505554,75.26051,55.26231,76.703064,78.000755,77.16272,81.56289,78.02967,76.86232,73.27039,52.285583,82.47092,87.411606,76.45011,81.99841,84.16834,79.6338,76.90601,56.305565,76.756516,79.80166,77.286,81.30209,81.91666,82.55786,75.770454,50.44,63.221333,67.44958,64.55245,65.4458,60.08235,60.82388,58.062714,63.26824,65.03996,54.223843,63.520725,60.131428,64.61539,56.954735,56.305492,64.16644,47.626404,63.852215,63.190117,57.67193,58.439728,60.693474,59.49203,64.93808,60.632275,54.06824,63.408833,63.231274,61.012955,61.676804,59.997692,65.27271,61.479572,66.12596,62.703796,62.38687,61.090908,58.925934,54.078415,67.59784,67.94448,66.05105,55.129185,60.64872,61.80892,62.72282,57.82168,67.55333,68.30111,67.13451,63.9128,64.95383,63.93878,66.06135,58.87459,51.396797,70.27298,65.238045,53.62153,64.88454,64.508095,62.46114,58.905712,68.97943,67.73407,65.936874,64.74143,64.226265,64.10494,61.98865,58.322117,63.359406,66.75036,63.77182,61.2863,62.50504,60.902966,60.93457,58.46638,57.348335,65.60586,64.257195,54.146698,63.13091,62.024784,59.270256,57.684845,55.363697,64.90445,67.68152,57.60107,62.181778,61.570164,60.361706,60.685043,60.532166,65.70789,67.12722,58.317165,63.408356,63.53879,60.328957,62.985767
labyrinth_d_random_x16_y32_z10_n1024,52.173912,63.132633,70.74464,84.218575,86.840324,83.61861,82.83897,86.063354,54.945057,69.652985,77.61292,70.298615,72.00756,76.082146,77.76241,85.22117,49.791122,73.45536,79.99481,74.47746,80.65106,92.072525,94.35776,88.75384,53.427616,71.2228,79.36835,88.52275,85.2221,86.18405,86.114006,86.73605,51.356995,45.635494,50.521034,43.17967,42.938217,39.903923,45.4492,41.374886,51.0615,49.00845,48.19032,46.41084,46.185265,43.085114,41.384018,41.803375,52.407776,46.604588,47.36903,51.13071,45.1296,44.638668,45.03855,44.74344,53.170334,49.528927,41.68668,48.411785,42.26596,46.022892,39.094,44.69532,52.936924,47.47143,49.005882,46.38745,44.855495,41.213737,46.8466,41.415012,51.66027,45.878666,47.802273,45.63581,42.820877,43.61327,43.197113,41.000378,50.885742,45.165405,48.84971,42.752876,47.67199,44.84793,40.306503,46.73419,52.901405,41.02113,42.61116,44.2122,42.114025,47.55346,42.90857,40.75776,51.922394,49.18072,43.781616,48.647755,41.438187,41.034767,43.41479,43.360737,49.432137,47.661446,44.207214,40.99919,49.212864,40.65121,40.491978,41.064278,51.772038,45.646324,47.26801,44.306522,44.014175,40.153336,44.439335,40.45895,53.823196,48.77353,49.648308,49.581997,49.779884,45.783543,39.161068,43.844307,49.449623,47.0635,43.08187,48.361675,44.16562,41.639717,37.667377,40.29099
labyrinth_d_random_x16_y32_z10_n512,24.476164,37.702175,45.349144,46.880676,47.687862,45.555817,48.354786,48.39085,26.929132,37.810333,44.409954,48.29275,47.97105,45.89283,46.64959,49.152435,22.071003,40.277924,46.459877,48.643295,50.677994,51.324394,52.794872,48.642834,26.584215,38.073605,44.449562,47.534237,49.64153,49.432198,49.48198,47.32005,26.167017,26.499626,27.629498,26.108076,25.900938,26.55389,25.374836,23.705324,25.356289,27.754528,27.163162,26.817036,26.807472,25.994883,25.675486,24.470972,25.573917,25.55074,25.717638,26.424726,25.43144,26.53915,24.380123,25.528992,26.021456,24.000746,26.591854,26.2493,26.233444,25.920736,25.205185,23.939783,26.414253,24.208363,26.112087,26.476248,25.779106,24.814966,24.64563,24.439728,26.677067,26.454847,26.064072,25.865744,26.150732,26.51402,25.283157,24.82831,25.63953,25.021296,27.105026,27.19081,24.837458,27.322355,24.496733,25.169207,24.35859,25.421635,27.406982,25.145994,26.030262,25.944536,25.494917,24.412956,26.142126,24.150162,25.571215,26.372953,25.78168,25.277952,22.70242,25.190952,24.753115,24.769293,26.70977,26.407145,24.607525,26.521261,27.263416,23.737606,24.518864,25.640812,26.496313,25.994308,26.117706,25.354248,25.727034,24.840172,26.526707,22.997076,26.222218,25.377256,25.4498,25.525625,26.33827,25.518131,25.369665,25.585505,26.819658,24.95788,25.59089,25.990534,24.613293,25.35946
labyrinth_d_random_x16_y32_z10_n64,5.9014015,7.9002495,8.9504385,9.328699,9.390737,9.106283,9.439397,9.3226,5.016529,7.7616625,8.918271,9.794978,10.07618,9.596491,9.528922,10.065941,6.228241,8.048616,9.7078,9.698122,10.832025,10.877447,10.830875,9.867294,6.121392,8.094519,9.26438,9.652236,9.677872,9.82801,9.643682,9.504951,5.3533926,5.8755455,5.833442,5.7503667,5.8179574,5.748543,5.707931,5.7117167,5.894266,5.833051,5.621749,5.8415895,5.9159765,5.9200788,5.752948,5.4880137,5.525488,5.8219028,5.7986903,5.438332,5.4237466,5.6276126,5.5615754,5.6045666,5.8182034,5.4012027,5.91655,5.9177604,5.656356,5.486395,5.8958673,5.7024436,5.7744412,5.9249506,5.9269304,5.7973485,5.038765,5.7817793,5.7647805,5.5150585,6.032389,5.9139786,5.9162893,5.896465,5.7612824,5.654814,5.750385,5.44547,6.1663003,5.2959585,5.432873,6.051886,5.947507,5.8975515,6.016694,5.6341705,5.8504095,5.690064,5.882611,5.7966895,5.95915,5.867397,5.7729053,5.590713,5.450658,5.8617167,6.097561,6.037021,5.5738807,5.6662574,5.586812,5.529034,5.6529117,4.9710646,6.049935,5.698722,5.7670608,5.9077544,5.5913587,5.5666513,5.882442,5.899178,5.862537,6.1231837,5.6943226,5.7465754,5.6479945,5.7126985,5.7280498,5.9996367,5.989987,6.2078724,5.6950274,5.446694,5.6700206,5.8389425,5.2912207,5.798799,5.8350506,6.044355,5.936335,5.697774,5.8787003,5.7224603
labyrinth_d_random_x16_y32_z5_n64,6.286368,9.707072,10.108122,10.481965,10.341727,10.418475,9.407711,10.549965,6.008319,9.7918005,10.271873,10.894526,10.80094,10.955475,11.046285,10.5926485,7.874334,11.1314125,11.123101,10.594376,11.921559,12.366763,11.893461,10.637512,8.607182,10.015428,10.675022,11.050921,10.67423,10.977236,11.452537,10.451192,7.2455697,8.278458,8.012278,8.024073,7.8705726,7.935608,7.519992,7.6744065,7.3750496,7.989025,7.342332,7.9572496,7.335483,8.289582,8.224097,7.7251835,7.7088804,7.646559,8.125481,7.750907,7.7913275,8.139219,7.8983965,7.990234,7.6714272,7.0599556,7.8526363,7.33879,7.698315,7.95756,8.083338,7.572039,7.6385217,7.8387904,7.8976836,8.030231,7.296312,7.9191494,6.65012,7.684235,8.228542,8.636671,8.143587,8.173078,8.054161,7.813808,8.087174,8.298756,8.338322,8.646854,8.46494,8.702329,8.367017,8.33383,8.335779,8.043195,7.795946,8.16798,8.501459,7.678555,8.260011,7.346382,8.16092,7.553768,7.755329,7.766381,8.132713,7.995454,7.7208557,7.813808,7.88553,5.758311,7.714065,6.6718335,7.30033,7.567467,7.9327064,7.245752,7.9098353,7.585602,7.8867536,7.742995,7.911361,7.9048324,7.401713,7.34921,7.862535,7.2429743,8.377008,8.174218,7.852176,8.260781,7.907554,8.122691,7.546635,7.939718,7.889786,6.733778,8.076181,8.182256,7.958477,7.999543,8.175957,7.9160028
labyrinth_d_random_x16_y32_z7_n1024,50.6202,81.89329,94.285065,100.322044,100.82469,103.56963,102.19388,99.684456,58.844917,75.54487,87.00441,107.31996,99.25407,100.52704,106.01906,108.50594,48.202026,70.318924,95.30733,81.5927,101.26125,110.94754,98.359085,99.35975,52.901405,84.34957,98.44709,103.333885,109.22794,102.04587,105.12542,106.19286,54.63267,56.304016,60.750664,53.012466,56.365032,56.109898,53.89488,54.41842,58.618324,52.53008,52.786682,58.57828,57.329098,56.782684,58.767647,53.36459,58.14229,57.43073,59.267666,50.261982,55.171795,49.727226,55.51467,53.080048,55.95996,53.75339,57.32253,54.076324,52.75345,50.999355,53.9038,54.505127,58.18849,55.634888,54.724205,59.499344,53.100086,55.9879,52.243534,55.49481,56.375988,58.560528,61.04133,55.509556,56.264355,57.150784,55.376514,53.601105,59.169888,60.134808,59.102238,52.91468,58.865597,54.97683,54.830704,53.377926,57.85349,55.024715,53.518387,53.699688,55.215706,53.464836,56.18426,54.394997,56.86652,53.38467,53.143597,59.172848,52.113144,51.589424,54.486362,54.44043,57.960358,53.852142,49.327175,55.728226,52.79676,56.484264,55.74379,53.23109,58.01066,51.801613,56.946934,58.60165,47.16217,51.276524,50.86418,51.88059,59.89831,59.671406,54.64995,55.70608,47.13985,49.80176,56.405582,54.394997,53.042847,59.771633,53.882477,56.130898,53.052177,55.314384,51.75183,53.12012
labyrinth_d_random_x16_y32_z7_n64,6.890581,9.017215,9.595876,10.264925,10.25133,9.804837,9.948854,9.815282,7.059846,9.385443,10.31748,10.357433,9.510682,10.351201,9.977749,10.080269,6.4877815,8.699856,10.968623,10.344041,11.173787,11.844666,11.56603,10.941972,7.149404,9.19882,10.1376915,10.877099,10.181997,10.880828,9.9705105,10.2180805,7.0058203,7.033123,7.2212543,6.9311137,7.020519,7.0926776,6.996797,6.5206556,6.927422,7.2311597,7.185243,7.0106707,7.2851405,7.122024,6.554351,6.5923,6.0575943,7.0420027,6.75131,7.0312095,6.6561623,6.748614,6.647318,6.590288,6.9892473,6.278141,7.0333824,6.7643743,6.9520245,6.8096695,6.112084,6.618965,6.586392,7.2740636,7.1405735,7.060289,6.8330364,6.853451,6.4327135,6.602375,7.0813813,6.6456337,7.1590114,7.335754,6.8824496,7.0377693,6.888745,6.4314427,7.115619,7.344214,7.1577373,7.4564133,7.171936,7.097232,7.141181,7.212622,6.9049764,6.920536,7.044969,6.9329977,6.90829,6.7463374,7.100591,6.7953377,6.8907027,6.926225,6.855272,6.4238815,6.528836,6.250186,6.72752,6.688342,6.84643,6.0742717,6.938332,6.9142,6.79301,6.710337,6.670425,6.674804,6.844747,6.639616,6.8390613,7.185882,6.7823267,6.81431,6.3632426,6.6329904,7.0458164,7.203012,7.1789565,7.3204865,7.110592,7.0305834,6.7918754,6.9856567,7.056524,7.036998,6.9009323,7.182087,7.08528,6.9602103,7.0982256,7.0091186
labyrinth_d_random_x16_y32_z8_n512,36.2335,48.006725,52.280724,57.677258,59.96752,59.672836,57.30058,53.417343,36.923298,47.30206,53.080017,57.274998,58.178135,57.54809,56.388527,56.05361,32.828846,49.35111,57.70416,60.074512,61.620975,62.264603,59.35725,54.80415,36.51029,48.57381,55.783222,57.89405,59.41163,57.514015,58.959404,53.533745,35.676617,35.706017,36.004753,35.173428,34.715073,35.060406,33.541576,31.959024,35.624588,34.75752,33.131756,35.69493,34.091286,33.381664,31.575424,33.231438,35.53616,32.73225,34.873486,35.942326,34.94345,33.474426,32.381172,29.810246,35.488632,35.575035,34.178772,33.444237,31.469381,31.591785,31.932238,30.022806,34.596706,36.7414,34.865223,34.60262,34.0419,32.88332,30.321915,31.233421,36.672546,32.717667,32.135616,35.516808,34.37386,31.440943,32.20302,33.00679,36.483894,36.60621,35.98002,36.263542,35.515965,34.39956,32.403748,32.547466,36.52502,34.15888,37.602676,35.158646,34.84806,35.585068,34.225796,30.940104,33.494747,33.77616,32.339428,36.42567,34.534966,34.47702,33.48135,30.480656,36.059467,35.54838,36.414204,35.221844,33.566704,33.690693,33.85997,28.0014,34.326244,35.389294,36.893322,32.143192,34.18822,32.330544,34.307625,34.002113,36.01053,35.90848,35.935665,36.05912,32.51334,34.05505,33.350826,33.443024,33.189205,35.288464,34.530155,34.83231,33.335484,32.184578,31.584074,33.791832
labyrinth_d_random_x16_y32_z8_n64,6.139605,8.522545,9.628973,9.384272,10.615929,10.033444,9.993667,9.508925,6.560466,8.361663,9.670436,9.504065,9.886803,10.248652,10.106522,10.491803,5.9034553,9.091118,10.154848,10.542908,10.526852,10.778627,11.2487135,10.633323,6.6736255,8.788672,9.839437,10.240964,10.277798,10.371906,10.699486,10.114254,6.518251,6.8996763,6.753011,6.732229,6.681191,6.717528,6.230256,6.4424725,6.2316246,6.4586625,6.6120596,6.400201,6.520712,6.363733,6.2728233,6.2156487,6.2358093,6.5573773,6.39608,6.6399765,6.371093,6.3587227,6.235272,6.443818,6.160748,6.3723993,6.487533,6.643977,6.440773,6.2862964,6.4401045,6.2420535,6.444896,5.9135365,6.426037,6.570154,5.4393525,6.604085,6.2090983,6.132879,6.508787,6.042204,6.7851534,6.913848,6.694913,5.8861446,6.448097,6.4094005,6.449053,6.8869567,6.281544,6.7516136,6.646546,6.7446046,6.559902,6.0074263,6.3001795,6.9396977,6.92256,6.78496,6.7420125,6.564859,6.529937,6.417303,6.587281,6.670035,6.7560754,6.7403483,6.648039,6.5021515,6.588308,6.3619227,6.4778676,5.9340954,6.9217257,6.625851,6.6259084,6.5310693,6.629009,6.1980805,6.424406,6.650209,6.713876,6.638464,6.4431787,6.446365,6.256701,6.2760596,6.6633635,6.7822156,6.604564,6.905306,6.441675,6.331499,6.377723,6.3342175,6.805095,6.5896764,6.6225166,7.099109,5.66456,6.3797793,6.027335,6.3510737
labyrinth_d_random_x16_y64_z10_n1024,14.5602455,26.921242,35.11091,39.839558,40.676224,39.338,41.902336,42.27573,14.792223,25.925894,34.346485,37.307655,38.921005,38.75483,42.869617,44.0649,14.652695,27.557802,35.682644,40.592033,43.23832,40.882477,44.30534,43.81266,14.644738,27.218462,33.439335,40.889656,42.02201,42.991005,42.601837,43.23841,14.648682,14.794201,16.41458,14.935095,15.137103,14.632899,14.25881,14.036678,14.624784,15.291447,15.745618,15.953444,15.120197,14.669647,13.94223,13.854209,14.2342005,15.078258,14.946335,15.418072,15.162716,14.917914,14.2653885,14.474797,14.687515,15.149316,15.499119,15.56542,15.5540285,14.722979,14.199798,13.912981,14.756411,14.752119,15.495922,15.361588,14.041711,14.960276,14.172991,14.1209,14.782303,15.113052,15.115575,15.285185,14.401243,15.284355,13.445341,14.598678,14.6297245,15.123561,15.283421,15.383541,14.853663,14.265962,14.033831,14.506539,14.427882,14.8654,14.905912,14.672019,14.830616,15.0304985,14.324154,14.026377,14.504785,14.444635,15.758422,14.262624,14.579752,14.772355,13.675493,14.196593,14.528188,14.317711,14.990804,15.012523,14.836389,14.6096525,14.311759,13.847299,14.289631,14.394007,14.782615,15.6659155,15.240606,13.841543,14.103581,13.781529,14.742121,14.942654,14.857466,16.008015,14.363351,14.346336,14.12116,14.527778,14.747142,14.963685,14.562798,15.549488,14.402016,14.18609,14.890237,14.006007
labyrinth_d_random_x16_y64_z10_n512,11.285391,17.775831,22.205296,25.348791,26.714664,26.623493,26.433289,25.724745,11.329839,17.853008,23.02705,25.984926,25.929735,25.879942,27.394608,26.714844,11.381075,17.738918,22.269949,25.12518,26.84622,26.729965,27.81102,27.917463,11.079474,17.821438,22.761091,25.716848,25.90656,26.525108,26.280033,27.361464,11.242275,11.077905,11.003686,10.6674385,10.940255,10.774981,10.2755995,10.204181,11.168724,11.282115,11.122348,11.310043,10.798919,10.882772,10.40042,10.139219,11.263173,11.129275,11.14815,11.378087,10.762351,10.413036,10.388587,9.988731,11.198876,10.928458,11.440376,10.8958845,10.659391,10.416073,10.325172,10.13688,11.019185,10.80195,11.110272,10.994162,10.476721,10.581506,10.473704,10.118897,11.239936,11.369501,11.545014,10.929811,10.430888,10.590953,10.180563,10.417223,11.343994,10.707032,11.1199465,11.406845,10.438996,11.145377,10.230733,10.234407,11.255924,11.427639,11.190057,11.090532,10.459869,10.737903,10.386786,10.167735,11.162366,10.920486,11.250806,11.441369,10.430888,10.747073,10.218782,9.921991,11.248561,11.41977,11.097664,10.83548,10.711437,10.5174465,10.502211,10.007602,11.229559,11.176504,11.075349,11.207078,11.005034,10.525389,10.305253,10.188653,11.361119,11.115797,10.862687,10.882976,10.675422,10.593985,10.370424,10.492721,10.949606,11.15052,10.903434,10.879075,10.8537445,10.840751,10.186524,10.072379
labyrinth_d_random_x16_y64_z10_n64,3.6361604,5.3791194,7.027112,7.455732,7.62445,7.860311,7.9655952,7.522463,3.8046925,5.7247767,7.1116457,7.667876,7.8884187,7.764836,7.8830495,8.501928,3.6826496,6.066548,6.9070983,8.161633,8.38532,7.4127674,8.953718,7.927042,3.8149645,5.8686657,7.191414,7.914032,7.9482408,7.6540375,8.176426,8.295091,3.6751542,3.7422745,3.8362439,3.725177,3.6647222,3.623251,3.5307574,3.4603186,3.676124,3.7302887,3.8238373,3.722356,3.6919456,3.7130353,3.557263,3.4530165,3.5929139,3.7021804,3.7364416,3.771806,3.6384728,3.5270705,3.5315478,3.4520507,3.2571929,3.7918324,3.7731245,3.7573214,3.5730932,3.6000206,3.5078764,3.514338,3.5703826,3.726954,3.7002265,3.8109827,3.5429432,3.5736773,3.4027462,3.483899,3.6339917,3.7615056,3.7768822,3.8155806,3.65983,3.5459795,3.3758886,3.641329,3.7548742,3.7826326,3.838185,3.8459363,3.7033393,3.6749265,3.6446702,3.5960143,3.69077,3.541976,3.5971224,3.7880194,3.4727175,3.6686668,3.5948458,3.479886,3.7625177,3.7337003,3.7096162,3.7407856,3.5877082,3.4344873,3.574515,3.459404,3.6634164,3.7216296,3.588549,3.7508621,3.742136,3.6204712,3.5504732,3.4330125,3.652301,3.705957,3.7671137,3.8065383,3.5318205,3.440705,3.410237,3.4020033,3.3302023,3.7695258,3.880946,3.8524365,3.6606717,3.6341298,3.5876405,3.5212703,3.6236596,3.7084904,3.771036,3.8337219,3.4500284,3.5925684,3.52334,3.52921
labyrinth_d_random_x16_y64_z6_n1024,29.532948,44.983887,62.156414,57.05828,64.90271,59.624886,66.7134,67.61966,26.882423,44.9494,63.666893,60.585224,65.91506,65.439064,64.70441,67.71876,30.519276,43.78316,57.486706,59.35049,64.786255,58.563766,68.69822,69.565216,30.193682,46.070255,61.68107,66.022285,67.45624,65.356026,68.82356,67.00139,28.064125,29.41542,29.925114,29.04734,28.182259,27.188978,26.106665,28.744652,29.599611,32.561264,28.10888,29.004316,27.342659,26.55084,26.541271,26.38059,30.200502,30.967665,28.753012,27.317902,27.116768,27.947235,27.314034,26.831097,30.400696,29.952415,28.598347,25.440088,27.699389,26.655739,29.15765,26.306732,29.077602,31.374546,27.45622,28.395176,27.58898,26.289818,26.45444,26.50685,28.936275,30.466503,30.138071,28.441132,30.367718,29.463648,27.821878,28.355282,30.363173,28.28537,30.353035,28.091269,30.249138,26.98572,28.005522,26.58526,29.980255,31.294802,29.450705,26.919922,28.53894,27.197832,27.318254,25.432083,29.6357,31.114954,28.899864,28.22935,30.029037,29.709396,25.127853,27.20598,29.560204,30.758621,29.416397,28.983194,28.380333,28.77564,27.609293,29.236784,30.279457,28.500395,30.95969,29.627495,25.096643,28.4232,25.446842,25.054726,28.735498,29.941341,28.529629,28.829031,25.16918,26.220995,27.30029,26.756546,29.296738,29.162777,28.562689,29.686531,25.80381,27.493425,27.885714,25.237623
labyrinth_d_random_x16_y64_z6_n512,20.64954,34.575928,40.992306,43.527157,42.364895,42.544453,41.76222,40.971764,21.039968,33.991337,41.7004,44.62767,44.57345,42.87133,44.100155,42.6247,22.289974,34.348724,43.147987,44.902103,44.466106,43.168465,44.565933,39.934467,22.093975,34.714874,41.511616,44.64827,43.510582,46.197067,44.683598,42.904884,21.80319,22.769894,23.730167,22.4101,20.708992,20.626356,19.5092,21.330416,19.939108,23.221144,20.61278,21.411974,21.574177,21.649637,20.677017,19.523426,22.014647,22.439537,22.101265,22.665213,20.869215,21.703608,19.695398,19.803362,20.804886,23.486942,22.393738,22.118393,20.832354,18.702723,19.691164,19.818583,21.209887,21.146317,22.18441,22.107021,21.48363,20.469318,20.016712,20.58224,20.38154,21.921936,23.828068,20.616772,21.011707,19.992537,21.032583,20.373514,22.277872,21.889729,21.755203,22.733782,20.55489,21.014057,20.69103,21.028084,20.567854,23.271961,21.682232,19.574,19.962545,21.566858,22.014845,21.549788,22.165731,22.557545,21.383196,20.959137,20.416895,19.536848,20.374916,20.202543,21.253382,23.972202,23.205341,22.507196,19.960875,21.555191,20.097971,19.427511,20.937067,20.96191,21.12893,20.008013,19.63117,20.480785,19.790276,19.965828,20.953457,20.801716,21.95803,21.264174,21.052343,21.971806,19.688673,20.265795,22.247921,21.97082,22.163883,22.69462,20.047436,21.713312,19.74285,21.085356
